Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
37146,1/5/2018,Trash Collection Complaint,CARTS NEED TO BE SET BACK WHERE THEY ARE PICKED UP FROM THEY ARE BLOCKING GATES SHE COULDN'T GET OUT OF HER DRIVEWAY,1706 ELECTRIC AVE,37206,METRO,9508,6,1750082.975,668287.8292
37176,1/5/2018,Trash Collection Complaint,"please put cart back in drive were picked up 
left in street caused car to hit it and now have broken cart 
(additional ticket issued to have repair/replacement cart delivered)",303 polk ave,37210,WASTE IND,4407,17,1745817.605,654887.1513
37332,1/7/2018,Trash Collection Complaint,"Several times over the last month or so we have gone to our back alley after the trash has been collected to find one or more of the bags that had been in our trash can on the ground. Sometimes it is intact and sometimes it is strewn around in the alleyway. Thursday, there were 3 bags on the ground. We do not overfill our can and the lid is closed on trash day.",3806 Elkins Ave,37209,WASTE IND,3306,24,1723001.465,662545.7297
37460,1/8/2018,Trash - Curbside/Alley Missed Pickup,all carts full on alley,117 Union st,37201,,,19,1738996.321,667984.2522
37814,1/9/2018,Trash - Curbside/Alley Missed Pickup,"Was told to ask for new Trash/Cart damage on body and also lid, water and animal get inside cart. Replace with new trash/cart.",603 Morrow Rd,37209,RED RIVER,4201,20,1716759.33,663925.5004
37839,1/9/2018,Trash Collection Complaint,fluids from trash truck is stinking and needs to be cleaned and stop leaking fluids,1500 winding way,37216,RED RIVER,2203,7,1758104.336,689474.9045
37840,1/9/2018,Trash Collection Complaint,She said that the trash guy left the cart in front of her mailbox. The mail carrier didn't leave her mail and she had to call her daughter to pull it back because she has a disability.,2619 Delk Ave,37208,METRO,9201,21,1726249.665,672708.8687
37858,1/9/2018,Trash - Backdoor,back door pick up,3919 drakes branch rd,37218,RED RIVER,3203,1,1715586.547,683926.3537
37943,1/10/2018,Trash - Curbside/Alley Missed Pickup,Caller states trash/men already run and left. Full cart Wednesday both carts trash/& recycle.,201 Mockingbird Rd,37205,RED RIVER,2302,24,1721282.731,656247.3006
37944,1/10/2018,Damage to Property,trash collection truck ran over mailbox,427 wilclay dr,37209,RED RIVER,4201,20,1709689.929,659887.3007
38029,1/10/2018,Trash Collection Complaint,Lives in a cul de sac- the trash guy is placing all of the carts in one location and all of the residents are having to search for their carts after pick up. Says that she would like for the trash guy to put the carts back where he finds them to avoid this issue.,505 Pleasant Colony Ct,37013,RED RIVER,3504,33,1786941.209,631955.7602
38074,1/10/2018,Trash - Curbside/Alley Missed Pickup,Trash didn't get picked up,2937 Fernbrook Ln,37214,RED RIVER,1502,15,1770165.936,674539.234
38218,1/11/2018,Trash Collection Complaint,"Hello! I submitted a request last week regarding several weeks where trash was taken out of our dumpster and thrown on the ground beside if it. I got a response on Tuesday saying that it was taken care of. Yesterday was trash day and when I went out this morning there were 2 boxes that were in my trash can that had, again, been thrown on the ground beside our trash can. Thank goodness it wasn't trash this time - usually by the time I see it the next day, animals have torn the bags apart and I have to hand pick every piece of trash off the ground. If something could please be done to ensure that this doesn't continue to happen that would be great. Hank you!",3806 ELKINS AVE,37209,WASTE IND,3306,24,1723001.465,662545.7297
38327,1/11/2018,Trash Collection Complaint,collection was pickup Thursday and trash truck turn over cart and now trash/blowing everywhere on the ground.,5041 Edmondson Pike,37211,RED RIVER,2404,26,1750905.135,632736.0955
38372,1/11/2018,Trash - Curbside/Alley Missed Pickup,The Wilson Group Real Estate Services,4100 HILLSBORO CIR,37215,RED RIVER,3305,25,1726493.933,644876.8971
38591,1/12/2018,Trash Collection Complaint,Non compliant issues . Wants cart o be emptied. Set across the alley at neighbor's home. Alley. He wants everything pick up.,1800 Fatherland St,37206,METRO,9508,6,1750535.921,670417.7185
38602,1/12/2018,Trash Collection Complaint,Mrs Walker states that every time the trash carts are emptied the driver is damaging her carts. In the process it is busting the bags and trash is being slung all over her driveway and street in front of her house. Customer has called Red River repeatedly. Mrs Walker wants a supervisor or manager. Contact phone is 6154764519,5853 mt view rd,37013,RED RIVER,4504,32,1784465.942,626527.2944
38872,1/15/2018,Trash - Curbside/Alley Missed Pickup,trash,604 cedar ct,37211,RED RIVER,4403,27,1760187.535,623654.7934
38979,1/16/2018,Damage to Property,Customer wants to file complaint and states trash/truck keeps backing up into there yard and they damage his yard again. Has pictures and videos of trash/truck backing up into his yard. Wants higher up to call him back. 615-630-1421 ask Phil Summers,3220 Bluewater Trce,37217,RED RIVER,3505,29,1786348.988,636118.7146
39115,1/16/2018,Trash - Curbside/Alley Missed Pickup,"Today, Tuesday, January 16 is my usual trash pick-up day.  I guess that trash will not be picked up today.  When will it be picked up this week.... or will it.   Thanks.",1508 Wayne Drive,37206,,,7,1757076.322,678021.3715
39257,1/17/2018,Trash - Curbside/Alley Missed Pickup,"4200 Maxwell Rd, on street around that area.",4200 Maxwell Rd,37013,RED RIVER,4210,33,1795246.604,620890.6218
39466,1/17/2018,Trash Collection Complaint,"The guys refuse to empty all of the trash cans. One has been filled for nearly two months. I told them today that they need to empty all of the trash cans, but I was told they don't take wood. There is no wood in the trash can, just bagged trash. He was exceptionally rude, refused to do his job, and just drove off. He should be fired.",1921 19th Ave S A,37212,METRO,9308,18,1732632.334,656364.0989
39519,1/17/2018,Damage to Property,mailbox damaged,6433 currywood,37205,RED RIVER,1301,23,1705082.729,646361.6983
39528,1/17/2018,Trash - Curbside/Alley Missed Pickup,Curb trash/Tuesday not service.,314 E TRINITY LN,37207,WASTE IND,2206,5,1743118.584,682313.3487
39588,1/17/2018,Trash - Curbside/Alley Missed Pickup,No trash or recycling pickup on scheduled day -- Jan 16 -- on Locklayer Street,924 Locklayer St,37208,WASTE IND,3208,19,1734571.181,669701.0286
39675,1/17/2018,Trash Collection Complaint,cust says the truck took her trash cart,738 douglas ave,37207,METRO,9203,5,1745548.387,677928.2014
39689,1/17/2018,Trash - Curbside/Alley Missed Pickup,Trash pick up not done for Tuesday 1/16/18,,,,,,,
39778,1/17/2018,Trash - Curbside/Alley Missed Pickup,Trash pick up,762 Harpeth Trace Dr,37221,RED RIVER,1302S,23,1703941.277,635621.7793
39790,1/17/2018,Trash - Curbside/Alley Missed Pickup,My trash didn't get picked up on Tuesday and it's full.,716 Maple Pl,37216,RED RIVER,2204,8,1748625.899,690512.5498
39803,1/17/2018,Trash - Curbside/Alley Missed Pickup,"Do we leave the cart out, or will it not be picked up until next Weds?",5126 Annesway Dr,37205,RED RIVER,1304,23,1712786.16,651316.378
40042,1/18/2018,Trash Collection Complaint,cust says the trash truck took her cart,2424 batavia st,37208,METRO,9303,21,1728359.979,666478.6217
40052,1/18/2018,Trash - Curbside/Alley Missed Pickup,inclement weather Tuesday pick up. UNIT-A,2510 Carter Ave A,37206,RED RIVER,1202,6,1757853.834,675791.359
40085,1/18/2018,Trash - Curbside/Alley Missed Pickup,snow schedule,4743 Clarksville Pike,37218,RED RIVER,3201,1,1722827.932,696331.2953
40117,1/18/2018,Trash - Curbside/Alley Missed Pickup,didnt get all the carts on alley,911 caruthers ave,37204,METRO,9403,17,1736819.239,653188.4244
40146,1/18/2018,Trash Collection Complaint,"backdoor service - this is a compliment 
driveway was snowy and granddaughter had parked in drive overnight. 
the back door truck came and the Red River employee got out of truck walked all the way back to pick up trash. Thank you for being so kind and going the extra mile",5429 bradfield dr,37220,RED RIVER,2401,4,1747051.75,625139.3277
40193,1/18/2018,Trash - Curbside/Alley Missed Pickup,"Airpark Drive in East Nashville, and our trash wasn?t collected this week.",2606 Airpark Dr,37206,RED RIVER,1203,7,1759774.937,677209.7022
40285,1/19/2018,Trash - Curbside/Alley Missed Pickup,"Trash truck did not come to my neighborhood on Tuesday Jan. 16, 2018.",2232 Golden Oak Pl,37115,RED RIVER,2204,8,1752272.566,695054.3851
40363,1/19/2018,Trash Collection Complaint,"We now have manual service, the long arm truch only pickup at the bottom the hill.  The dumpter are not placed back in the area where picked up, the driveway or in the yard.  once emplied they are just pushed with force back to curb and remain in street.  We have the issue of people hitting them when the wind blow them around in street.   today and every Friday, mine is removed from driveway and left in street for post office driver having to get out of vehicle to deliver the main or hold it until the next day.  And as I understand now if they are stolen or damage we are responsible for replacement at the tune of $47.  The renters on this street place theirs in the street because they don't basically care.   I wish they would be more considerate and place them back in same area that the were removed from.   Thank you",5549 Murphywood Xing,37013,RED RIVER,4504,32,1783763.475,621114.5025
40371,1/19/2018,Trash Collection Complaint,"Our trash dumpsters were left in front of our mailboxes today; therefore, the mail person is unable to deliver our mail. Also, each week the gentlemen that remove our trash leave our dumpsters wherever (typically out in the road with lids open). Why don't we have automatic truck pickup anymore? Thank you for looking into this situation.",5552 Murphywood Xing,37013,RED RIVER,4504,32,1783880.991,621151.6141
40376,1/19/2018,Trash - Curbside/Alley Missed Pickup,got everyone elses but hers,2120 harding pl,37215,RED RIVER,3301,34,1721551.761,641424.5268
40404,1/19/2018,Damage to Property,"truck hit fence & damaged it - this is 2nd time that they have damaged fence 
(615) 228-5192",315 Arrington St,37207,METRO,9202,5,1742194.324,674905.0486
40409,1/19/2018,Trash - Curbside/Alley Missed Pickup,picked up everyone except her cart,1212 battlefield dr,37215,RED RIVER,4305,25,1734056.505,649628.7282
40416,1/19/2018,Trash - Curbside/Alley Missed Pickup,got everyone but hers,3155 justin towne ct,37013,RED RIVER,3501,29,1788137.942,635608.8953
40440,1/19/2018,Trash - Curbside/Alley Missed Pickup,705 tina ct didn't get this court,705 tina ct,37013,RED RIVER,4501,28,1772074.964,632733.7072
40448,1/19/2018,Trash Collection Complaint,Customer says that the crew is not empty his trash cart completely. He said has been for the last 3 weeks the cart has been left about 3/4 th of way full. Either the arm is not tipping the cart enough of crew doesn't know how to work the equipment per customer,2808 lealto ct,37214,RED RIVER,1502,15,1770637.14,671730.5031
40461,1/19/2018,Trash Collection Complaint,Trucks leaking oil and fluid all over the roads. Leake Ave and Lasalle Ct,203 leake ave,37205,RED RIVER,1302,23,1713194.93,645582.7975
40469,1/19/2018,Trash - Backdoor,"back door pick up - said manager was to call her back has not had service in over 2 weeks - wants call now, wants picked up now ! escalated to call cntr spvr

see hub # 38425",513 MCDONALD DR,37217,RED RIVER,1402,16,1759546.139,649440.5146
40510,1/19/2018,Trash - Curbside/Alley Missed Pickup,"I called inquiring about the trash pick up on 1/16/18 due to the weather and I was told they would pick up on Saturday 1/20, but when I get home on 1/19, trash pickup on our street had already run. Now our trash can is too full to add any more trash that we have.  I went with the information I was given.  Can a run be made prior to our next trash day on Tuesday, 1/23?  Thank you. Jackie",4736 Rockland TrL,37013,RED RIVER,4210,33,1795539.223,619059.698
40512,1/20/2018,Trash - Curbside/Alley Missed Pickup,My trash bin was left completely full after last Friday's scheduled pick-up.,1512 STRAIGHTWAY AVE A,37206,WASTE IND,2506,6,1750515.893,677750.9679
40534,1/20/2018,Trash - Curbside/Alley Missed Pickup,put trash in wrong can and regular trash wasn't picked up,725 RIVERCREST PASS,37214,RED RIVER,1505,14,1775757.96,670139.1833
40552,1/21/2018,Trash - Curbside/Alley Missed Pickup,"The other side of the street was picked up, but our side was not.",1824 Shackleford Rd B,37215,RED RIVER,3303,25,1729651.664,644921.6329
40621,1/21/2018,Trash - Curbside/Alley Missed Pickup,Entire neighborhood to include- Empire Drive woodson lane hewlett  Drive grubbs Drive Got told they would pick up Saturday no one showed up,190 Empire Dr,37211,RED RIVER,4302,16,1753427.536,641412.8958
40633,1/22/2018,Trash - Curbside/Alley Missed Pickup,carts on oriel still out,318 oriel ave,37210,WASTE IND,4406,16,1747936.195,652107.5789
40665,1/22/2018,Trash - Curbside/Alley Missed Pickup,picked up everyone on street except his AND ACROSS THE STREET,3512 Echo Hill Rd,37215,RED RIVER,3304,25,1726208.011,648539.4319
40669,1/22/2018,Trash - Curbside/Alley Missed Pickup,Trash and recycling not ticketed up on Wednesday. Snow on street and did not come up Wayland Ct. entire street still has cans out.,2608 Wayland Ct,37215,RED RIVER,3301,34,1718737.93,638611.2957
